id,product_name,brand,model,category,gender,release_date,release_year,retail_price_usd,main_color,colorway,avg_resale_price_usd,resale_premium_pct,is_collab,collab_partner
731,Nike Air Force 1 '07 White (2015),Nike,Air Force 1,Lifestyle,Men,2015-01-01,2015,90,White,White/White,90,0,0,
732,Nike Air Force 1 '07 Black (2015),Nike,Air Force 1,Lifestyle,Men,2015-01-01,2015,90,Black,Black/Black,67.5,-25,0,
733,Nike Air Force 1 Low '07 LV8 UV,Nike,Air Force 1,Lifestyle,Men,2021-06-21,2021,110,White,White/UV Reactive,165,50,0,
734,Nike Air Force 1 Low SNKRS Day (2021),Nike,Air Force 1,Lifestyle,Women,2021-08-08,2021,130,White,Sail/White/Multi,195,50,0,
735,Nike Air Force 1 Low Valentines Day (2021),Nike,Air Force 1,Lifestyle,Women,2021-02-06,2021,130,White,White/University Red/Sail,97.5,-25,0,
736,Nike Air Force 1 Low Para-noise G-Dragon (2020),Nike,Air Force 1,Lifestyle,Men,2020-11-25,2020,200,White,White/Black,600,200,1,G-Dragon
737,Nike Air Zoom Pegasus 37 Black White,Nike,Air Zoom Pegasus 37,Running,Men,2020-04-30,2020,120,Black,Black/White,90,-25,0,
738,Nike Air Zoom Pegasus 40 White Black,Nike,Air Zoom Pegasus 40,Running,Men,2023-04-01,2023,130,White,White/Black,97.5,-25,0,
739,Nike ZoomX Invincible Run Flyknit 3 Sail Photon,Nike,ZoomX Invincible Run Flyknit 3,Running,Women,2023-02-02,2023,180,White,Sail/Photon Dust,270,50,0,
740,Nike Vaporfly 3 Prototype,Nike,Vaporfly 3,Running,Men,2023-04-01,2023,250,White,Summit White/Phantom,375,50,0,
741,adidas Ultraboost 1.0 DNA Miami,adidas,Ultraboost 1.0,Running,Men,2020-05-01,2020,180,White,Cloud White/Screaming Orange,270,50,0,
742,adidas Ultraboost 1.0 Triple White (2020),adidas,Ultraboost 1.0,Running,Men,2020-06-01,2020,180,White,Cloud White/Cloud White,180,0,0,
743,adidas NMD R1 OG (2017 Restock),adidas,NMD R1,Lifestyle,Men,2017-01-14,2017,130,Black,Core Black/Red/Blue/White,260,100,0,
744,adidas NMD R1 Triple Black,adidas,NMD R1,Lifestyle,Men,2016-09-17,2016,130,Black,Core Black/Core Black,97.5,-25,0,
745,adidas NMD Hu Pharrell Human Race Yellow,adidas,NMD Hu,Lifestyle,Men,2016-09-24,2016,240,Yellow,Bright Yellow/Core Black,960,300,1,Pharrell
746,adidas NMD Hu Pharrell Trail Solar Pack Orange,adidas,NMD Hu,Lifestyle,Men,2018-08-18,2018,250,Orange,Orange/Blue/Yellow,625,150,1,Pharrell
747,adidas Harden Vol. 7 Red Flare,adidas,Harden Vol. 7,Basketball,Men,2023-03-01,2023,160,Red,Team Solar Red/Cloud White,120,-25,0,
748,adidas Dame 8 Black Gold,adidas,Dame 8,Basketball,Men,2021-12-19,2021,120,Black,Core Black/Gold Met,90,-25,0,
749,adidas Trae Young 2 Dash Grey,adidas,Trae Young 2,Basketball,Men,2022-09-01,2022,140,Grey,Dash Grey/Grey Two,70,-50,0,
750,adidas Crazy 1 Sunshine (2022),adidas,Crazy 1,Basketball,Men,2022-07-22,2022,140,Yellow,Sunshine/Black,210,50,0,
751,New Balance Kawhi 1 Jolly Rancher,New Balance,Kawhi 1,Basketball,Men,2020-10-31,2020,160,Blue,Blue/Green/Red,160,0,1,Jolly Rancher
752,New Balance Fresh Foam BB v1 Black Ice,New Balance,Fresh Foam BB,Basketball,Men,2023-02-03,2023,130,Black,Black/White,97.5,-25,0,
753,New Balance Two Wxy v3 Pink Mint,New Balance,Two Wxy v3,Basketball,Men,2022-10-01,2022,130,Pink,Light Pink/Mint,65,-50,0,
754,New Balance 991v2 Navy (Made in UK),New Balance,991v2,Lifestyle,Men,2023-11-03,2023,230,Blue,Navy/White,345,50,0,
755,New Balance 1906R Nature Green Pack,New Balance,1906R,Running,Men,2023-08-01,2023,150,Green,Nature Green/White,225,50,0,
756,New Balance Fresh Foam 1080v13 Marine Blue,New Balance,Fresh Foam 1080v13,Running,Men,2023-10-01,2023,165,Blue,Marine Blue/White,165,0,0,
757,ASICS Novablast 3 Tokyo,ASICS,Novablast 3,Running,Men,2022-09-01,2022,140,Orange,Shocking Orange/Black,210,50,0,
758,ASICS Novablast 3 Lite-Show,ASICS,Novablast 3,Running,Men,2022-10-01,2022,150,Black,Black/Reflective,112.5,-25,0,
759,ASICS Gel-Cumulus 25 Black Pure Silver,ASICS,Gel-Cumulus 25,Running,Men,2023-04-01,2023,140,Black,Black/Pure Silver,105,-25,0,
760,ASICS Superblast White Turquoise,ASICS,Superblast,Running,Men,2022-12-01,2022,220,White,White/Turquoise,330,50,0,
761,Salomon Pulsar Trail Pro 2 Magnet,Salomon,Pulsar Trail Pro 2,Trail,Unisex,2022-07-01,2022,160,Grey,Magnet/Black,120,-25,0,
762,Salomon Sense Ride 5 Blue,Salomon,Sense Ride 5,Trail,Unisex,2023-02-01,2023,140,Blue,Blue/Black,105,-25,0,
763,Salomon Glide Max TR Blue Radiant Yellow,Salomon,Glide Max TR,Trail,Unisex,2023-02-01,2023,160,Blue,Blue/Radiant Yellow,240,50,0,
764,Salomon XT-6 Mindful Pack,Salomon,XT-6,Trail,Unisex,2021-05-01,2021,200,Multi,White/Blue/Green,300,50,0,
765,Hoka Stinson 7 Dazzling Blue,Hoka One One,Stinson 7,Trail,Men,2023-09-01,2023,170,Blue,Dazzling Blue/Mountain Spring,255,50,0,
766,Hoka Torrent 3 Citrus Glow,Hoka One One,Torrent 3,Trail,Men,2023-07-01,2023,140,Yellow,Citrus Glow/Black,105,-25,0,
767,Brooks Cascadia 17 Blue Orange,Brooks,Cascadia 17,Trail,Men,2023-07-01,2023,140,Blue,Blue/Orange,140,0,0,
768,Brooks Caldera 6 Peacoat,Brooks,Caldera 6,Trail,Men,2022-06-01,2022,150,Blue,Peacoat/Orange,112.5,-25,0,
769,Reebok Nano X3 Adventure 2 Core Black,Reebok,Nano X3 Adventure 2,Training,Men,2023-06-01,2023,150,Black,Core Black/Vector Red,112.5,-25,0,
770,Reebok Legacy Lifter III Black,Reebok,Legacy Lifter III,Training,Men,2023-01-01,2023,220,Black,Core Black/Cold Grey,220,0,0,
771,Nike Free Metcon 5 White Pink,Nike,Free Metcon 5,Training,Women,2023-02-15,2023,120,White,White/Pink,90,-25,0,
772,Nike ZoomX Zegama Trail,Nike,ZoomX Zegama Trail,Trail,Men,2022-07-01,2022,160,Green,Olive Aura/Black,120,-25,0,
773,Nike Air Zoom Alphafly NEXT Percent Nature,Nike,Air Zoom Alphafly NEXT%,Running,Men,2021-09-08,2021,275,Green,Barely Volt/Hyper Orange,412.5,50,0,
774,Nike Air Zoom Tempo NEXT Percent FlyEase,Nike,Air Zoom Tempo NEXT%,Running,Men,2020-11-01,2020,200,Blue,Blue Void/White,150,-25,0,
775,Nike React Infinity Run Flyknit 3 By You,Nike,React Infinity Run Flyknit 3,Running,Unisex,2022-05-01,2022,190,Multi,Multi-Color By You,190,0,0,
776,Under Armour Curry Flow 9 Sesame Street Cookie Monster,Under Armour,Curry Flow 9,Basketball,Men,2021-12-17,2021,160,Blue,Blue/White,320,100,1,Sesame Street
777,Under Armour Curry Flow 9 Sesame Street Big Bird,Under Armour,Curry Flow 9,Basketball,Men,2021-12-17,2021,160,Yellow,Yellow/Orange,320,100,1,Sesame Street
778,Puma Slipstream Lo White Green,Puma,Slipstream Lo,Lifestyle,Men,2022-06-01,2022,90,White,White/Green,67.5,-25,0,
779,Puma RS-X Efekt Turbo Blue,Puma,RS-X Efekt,Lifestyle,Men,2023-03-01,2023,120,Blue,Turquoise/Black,90,-25,0,
780,Puma Deviate Nitro 2 Fireglow,Puma,Deviate Nitro 2,Running,Men,2022-08-01,2022,160,Orange,Fireglow/Black,240,50,0,
781,Vans Kicker Pro Skate Shoe Black,Vans,Kicker Pro,Skate,Men,2023-04-01,2023,90,Black,Black/White,67.5,-25,0,
782,Vans Half Cab Gore-Tex Black,Vans,Half Cab Gore-Tex,Skate,Men,2022-11-01,2022,110,Black,Black/Black,82.5,-25,0,
783,Converse Chuck 70 AT-CX Utility Khaki,Converse,Chuck 70 AT-CX,Lifestyle,Men,2022-09-01,2022,120,Green,Utility Khaki/Egret,90,-25,0,
784,Converse Run Star Motion CX High Black,Converse,Run Star Motion,Lifestyle,Women,2021-07-15,2021,120,Black,Black/White,180,50,0,
785,Crocs Classic Mega Crush Clog Bone,Crocs,Mega Crush,Slides,Women,2023-03-01,2023,75,Cream,Bone/Bone,150,100,0,
786,Crocs Echo Storm Clog Black,Crocs,Echo Storm,Slides,Men,2023-09-01,2023,80,Black,Black/Black,120,50,0,
787,Crocs Echo Storm Clog Desert,Crocs,Echo Storm,Slides,Men,2023-09-01,2023,80,Tan,Desert/Desert,60,-25,0,
788,New Balance Fresh Foam Roav v2 Black,New Balance,Fresh Foam Roav v2,Running,Men,2022-01-01,2022,85,Black,Black/White,63.75,-25,0,
789,New Balance 410 Trail v7 Grey,New Balance,410 v7,Trail,Men,2021-04-01,2021,70,Grey,Grey/Black,52.5,-25,0,
790,New Balance 5740 Sea Salt Pink,New Balance,5740,Lifestyle,Women,2021-02-01,2021,120,White,Sea Salt/Pink,90,-25,0,
791,ASICS Gel-Venture 9 Black Graphite Grey,ASICS,Gel-Venture 9,Trail,Men,2023-08-01,2023,80,Black,Black/Graphite Grey,60,-25,0,
792,ASICS Gel-Sonoma 7 GTX Black,ASICS,Gel-Sonoma 7 GTX,Trail,Men,2022-10-01,2022,110,Black,Black/Black,82.5,-25,0,
793,Salomon Speedverse PRG White,Salomon,Speedverse PRG,Trail,Unisex,2022-06-01,2022,160,White,White/Black,120,-25,0,
794,On Cloudvista Waterproof Black,On,Cloudvista Waterproof,Trail,Men,2022-10-01,2022,180,Black,Black/Eclipse,135,-25,0,
795,On Cloudwander Waterproof Midnight Navy,On,Cloudwander Waterproof,Trail,Men,2022-09-01,2022,180,Blue,Midnight Navy,135,-25,0,
796,Brooks Divide 4 Grey Blue,Brooks,Divide 4,Trail,Men,2023-02-01,2023,110,Grey,Grey/Blue,82.5,-25,0,
797,Saucony Peregrine 13 Black Vizi,Saucony,Peregrine 13,Trail,Men,2023-02-01,2023,140,Black,Black/Vizi,105,-25,0,
798,Saucony Triumph 20 RFG Earth,Saucony,Triumph 20,Running,Men,2022-09-01,2022,160,Brown,Earth/Brown,120,-25,0,
799,Saucony Kinvara 14 Night Lite,Saucony,Kinvara 14,Running,Men,2023-03-01,2023,120,Yellow,Night Lite/Black,90,-25,0,
800,Mizuno Wave Rider 27 White Illusion Blue,Mizuno,Wave Rider 27,Running,Men,2023-06-01,2023,140,White,White/Illusion Blue,105,-25,0,
801,Air Jordan 1 Retro High OG Origin Story,Jordan,Air Jordan 1,Basketball,Men,2018-12-14,2018,160,Red,Gym Red/White/Photo Blue,400,150,1,Marvel
802,Air Jordan 1 Retro High OG Rookie of the Year,Jordan,Air Jordan 1,Basketball,Men,2018-11-17,2018,160,Brown,Golden Harvest/Black/Sail,320,100,0,
803,Air Jordan 1 Retro High OG Bloodline,Jordan,Air Jordan 1,Basketball,Men,2019-11-29,2019,160,Red,Black/Gym Red/White,240,50,0,
804,Air Jordan 1 Retro High OG Pollen,Jordan,Air Jordan 1,Basketball,Men,2021-08-14,2021,170,Yellow,Pollen/Black/White,255,50,0,
805,Air Jordan 1 Retro High OG Volt Gold,Jordan,Air Jordan 1,Basketball,Men,2021-01-09,2021,170,Yellow,White/Sail/Volt/University Gold,127.5,-25,0,
806,Air Jordan 1 Retro High OG Bordeaux,Jordan,Air Jordan 1,Basketball,Men,2021-11-20,2021,170,Burgundy,Bordeaux/White/Metallic Silver,127.5,-25,0,
807,Air Jordan 1 Retro High OG Stealth,Jordan,Air Jordan 1,Basketball,Men,2022-08-30,2022,180,Grey,Stealth/White,135,-25,0,
808,Air Jordan 1 Retro High OG Gorge Green,Jordan,Air Jordan 1,Basketball,Men,2022-12-28,2022,180,Green,Gorge Green/White/Metallic Silver,135,-25,0,
809,Air Jordan 1 Retro High OG Washed Pink,Jordan,Air Jordan 1,Basketball,Women,2023-04-22,2023,180,Pink,Atmosphere/White/Muslin,270,50,0,
810,Air Jordan 1 Retro High OG Washed Black,Jordan,Air Jordan 1,Basketball,Men,2023-06-10,2023,180,Grey,Black/Smoke Grey/Sail,135,-25,0,
811,Air Jordan 4 Retro Thunder (2023),Jordan,Air Jordan 4,Basketball,Men,2023-05-13,2023,210,Black,Black/Tour Yellow,315,50,0,
812,Air Jordan 4 Retro Seafoam (Women),Jordan,Air Jordan 4,Basketball,Women,2023-02-09,2023,200,Green,White/Seafoam,150,-25,0,
813,Air Jordan 4 Retro Infrared (2022),Jordan,Air Jordan 4,Basketball,Men,2022-06-15,2022,200,Grey,Dark Grey/Infrared 23/Black,150,-25,0,
814,Air Jordan 4 Retro University Blue,Jordan,Air Jordan 4,Basketball,Men,2021-04-28,2021,200,Blue,University Blue/Tech Grey/Black,400,100,0,
815,Air Jordan 5 Retro What The,Jordan,Air Jordan 5,Basketball,Men,2020-11-12,2020,220,Yellow,Varsity Maize/Court Purple,330,50,0,
816,Air Jordan 7 Retro Flint (2021),Jordan,Air Jordan 7,Basketball,Men,2021-05-08,2021,190,Grey,White/Varsity Purple/Flint Grey,95,-50,0,
817,Air Jordan 12 Retro Stealth,Jordan,Air Jordan 12,Basketball,Men,2022-08-27,2022,200,Grey,Stealth/White/Cool Grey,150,-25,0,
818,Air Jordan 13 Retro Red Flint,Jordan,Air Jordan 13,Basketball,Men,2021-05-01,2021,190,Red,Gym Red/Flint Grey/White,285,50,0,
819,Air Jordan 14 Retro Candy Cane (2019),Jordan,Air Jordan 14,Basketball,Men,2019-04-06,2019,190,White,White/Varsity Red,285,50,0,
820,Air Jordan 6 Retro Midnight Navy (2022),Jordan,Air Jordan 6,Basketball,Men,2022-05-11,2022,200,Blue,White/Midnight Navy,150,-25,0,
821,Nike Dunk Low Green Glow (Women),Nike,Dunk Low,Skate,Women,2021-04-16,2021,100,Green,White/Green Glow,150,50,0,
822,Nike Dunk Low Photon Dust (Women),Nike,Dunk Low,Skate,Women,2021-05-19,2021,100,Grey,Photon Dust/Summit White,75,-25,0,
823,Nike Dunk Low Orange Pearl (Women),Nike,Dunk Low,Skate,Women,2021-02-11,2021,100,Pink,Orange Pearl/Sail,200,100,0,
824,Nike Dunk Low Next Nature Sail Light Orewood,Nike,Dunk Low Next Nature,Skate,Women,2021-11-16,2021,105,White,Sail/Light Orewood Brown,78.75,-25,0,
825,Nike Dunk Low Retro White Black Panda,Nike,Dunk Low,Skate,Men,2021-03-10,2021,100,Black,White/Black,150,50,0,
826,Nike Dunk Low Retro White University Red,Nike,Dunk Low,Skate,Men,2022-07-21,2022,110,Red,White/University Red,82.5,-25,0,
827,Nike Dunk Low Retro Valerian Blue,Nike,Dunk Low,Skate,Men,2022-05-01,2022,110,Blue,Valerian Blue/White,165,50,0,
828,Nike Dunk Low Retro Argon (2022),Nike,Dunk Low,Skate,Men,2022-09-23,2022,130,Blue,Flash/Argon Blue,260,100,0,
829,Nike Dunk Low Retro QS LeBron James Fruity Pebbles,Nike,Dunk Low,Skate,Men,2022-11-08,2022,120,Blue,Habanero Red/White/Blue Lightning,180,50,1,LeBron James
830,Nike Dunk Low SE Lottery Pack Grey Fog,Nike,Dunk Low,Skate,Men,2022-08-31,2022,120,Grey,Grey Fog/Light Crimson,60,-50,0,
831,Nike Air Max 90 Infrared (2020),Nike,Air Max 90,Running,Men,2020-11-09,2020,140,Red,Infrared/White/Grey,210,50,0,
832,Nike Air Max 90 Duck Camo Green,Nike,Air Max 90,Running,Men,2020-03-26,2020,140,Green,Ghost Green/Black/Camo,210,50,0,
833,Nike Air Max 95 Neon (2020),Nike,Air Max 95,Running,Men,2020-12-17,2020,170,Green,Black/Neon Yellow/Grey,255,50,0,
834,Nike Air Max 97 Silver Bullet (2017),Nike,Air Max 97,Running,Men,2017-04-13,2017,160,Silver,Metallic Silver/Varsity Red,320,100,0,
835,Nike Air Max 97 Puerto Rico (2021),Nike,Air Max 97,Running,Men,2021-06-05,2021,175,Grey,Metallic Silver/Varsity Red/Green,131.25,-25,0,
836,Nike Air Max 270 React Bauhaus,Nike,Air Max 270 React,Running,Men,2019-07-18,2019,150,Multi,White/University Red/Blue,225,50,0,
837,Nike Air Max 270 Triple Black,Nike,Air Max 270,Running,Men,2018-02-01,2018,150,Black,Black/Black,112.5,-25,0,
838,Nike Air Max 2090 Duck Camo,Nike,Air Max 2090,Running,Men,2020-03-26,2020,150,Red,Red/Black/Camo,225,50,0,
839,Nike Air Max Plus Hyper Crimson,Nike,Air Max Plus,Running,Men,2019-10-01,2019,170,Orange,Black/Hyper Crimson,127.5,-25,0,
840,Nike Air Max Plus Black Metallic Gold,Nike,Air Max Plus,Running,Men,2018-10-01,2018,170,Black,Black/Metallic Gold,255,50,0,
841,adidas Ultraboost 20 Space Race Silver Metallic,adidas,Ultraboost 20,Running,Men,2019-12-05,2019,180,Silver,Silver Metallic/Core Black,135,-25,0,
842,adidas Ultraboost DNA City Pack Tokyo,adidas,Ultraboost DNA,Running,Men,2020-02-01,2020,180,White,Cloud White/Solar Red,270,50,0,
843,adidas Ultraboost 21 Core Black,adidas,Ultraboost 21,Running,Men,2021-02-04,2021,180,Black,Core Black/Core Black,135,-25,0,
844,adidas Ultraboost 22 Magic Mauve,adidas,Ultraboost 22,Running,Women,2021-12-09,2021,190,Pink,Magic Mauve/Silver,142.5,-25,0,
845,adidas NMD R1 Japan Triple Black,adidas,NMD R1,Lifestyle,Men,2016-09-17,2016,170,Black,Core Black/Core Black,340,100,0,
846,adidas NMD R1 Primeknit Tri Color,adidas,NMD R1,Lifestyle,Men,2017-01-14,2017,170,Black,Core Black/Red/Blue,255,50,0,
847,adidas Superstar White Black (2020),adidas,Superstar,Lifestyle,Men,2020-01-01,2020,85,White,Cloud White/Core Black,63.75,-25,0,
848,adidas Superstar Sean Wotherspoon Superearth White,adidas,Superstar,Lifestyle,Men,2020-09-28,2020,110,White,Footwear White/Bold Blue,330,200,1,Sean Wotherspoon
849,adidas Campus 80s South Park Towelie,adidas,Campus 80s,Lifestyle,Men,2021-04-20,2021,100,Purple,Towelie Purple/Footwear White,300,200,1,South Park
850,adidas Forum Low White Blue (2021),adidas,Forum Low,Lifestyle,Men,2021-04-01,2021,90,Blue,Cloud White/Dark Blue,67.5,-25,0,
851,Yeezy Boost 350 Pirate Black (2015),Yeezy,Yeezy Boost 350,Lifestyle,Men,2015-08-22,2015,200,Black,Black/Black,800,300,0,
852,Yeezy Boost 350 Turtle Dove (2022 Restock),Yeezy,Yeezy Boost 350,Lifestyle,Men,2022-08-02,2022,200,Grey,Blue Grey/White,600,200,0,
853,Yeezy Boost 350 V2 Beluga 2.0,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2017-11-25,2017,220,Grey,Grey/Bold Orange,440,100,0,
854,Yeezy Boost 350 V2 Zebra,Yeezy,Yeezy Boost 350 V2,Lifestyle,Men,2017-02-25,2017,220,White,White/Core Black/Red,660,200,0,
855,Yeezy Boost 700 Mauve,Yeezy,Yeezy Boost 700,Lifestyle,Men,2018-10-27,2018,300,Brown,Mauve/Mauve,450,50,0,
856,Yeezy Boost 700 V2 Static,Yeezy,Yeezy Boost 700 V2,Lifestyle,Men,2018-12-29,2018,300,Grey,Static/Static,600,100,0,
857,Yeezy Boost 380 Onyx,Yeezy,Yeezy Boost 380,Lifestyle,Men,2020-11-27,2020,230,Black,Onyx/Onyx,172.5,-25,0,
858,Yeezy QNTM Quantum,Yeezy,Yeezy QNTM,Basketball,Men,2020-02-16,2020,250,Grey,Quantum/Quantum,375,50,0,
859,Yeezy Slide Bone (2022 Restock),Yeezy,Yeezy Slide,Slides,Men,2022-05-16,2022,70,Cream,Bone/Bone,140,100,0,
860,Yeezy Foam RNNR Vermilion,Yeezy,Foam RNNR,Slides,Men,2021-10-29,2021,80,Red,Vermilion/Vermilion,320,300,0,
861,New Balance 990v3 Kith Genesis,New Balance,990v3,Lifestyle,Men,2022-04-28,2022,220,Grey,Grey/Blue/Green,660,200,1,Kith
862,New Balance 990v3 Bodega Here To Stay,New Balance,990v3,Lifestyle,Men,2021-06-25,2021,220,Brown,Beige/Brown/Yellow,440,100,1,Bodega
863,New Balance 992 Joe Freshgoods No Emotions,New Balance,992,Lifestyle,Men,2020-02-14,2020,200,Pink,No Emotions Are Emotions,800,300,1,Joe Freshgoods
864,New Balance 2002R Salehe Bembury Water Be The Guide,New Balance,2002R,Lifestyle,Men,2021-06-25,2021,150,Green,Aqua/Orange,450,200,1,Salehe Bembury
865,New Balance 2002R BAPE Grey Camo,New Balance,2002R,Lifestyle,Men,2021-08-21,2021,250,Grey,Grey Camo/Green,750,200,1,BAPE
866,New Balance 574 YURT Salehe Bembury Shark Skin,New Balance,574 Yurt,Lifestyle,Men,2021-10-22,2021,150,Grey,Shark Skin/Yellow,450,200,1,Salehe Bembury
867,New Balance 650R Aime Leon Dore White Green,New Balance,650R,Basketball,Men,2021-04-16,2021,165,Green,White/Green,495,200,1,Aime Leon Dore
868,New Balance 550 Aime Leon Dore White Green,New Balance,550,Basketball,Men,2020-10-09,2020,130,Green,White/Green,390,200,1,Aime Leon Dore
869,New Balance 550 White Grey,New Balance,550,Basketball,Men,2021-06-24,2021,110,Grey,White/Grey,165,50,0,
870,New Balance 530 White Green,New Balance,530,Running,Men,2020-06-01,2020,100,Green,White/Green,75,-25,0,
871,ASICS Gel-Kayano 5 OG White Blue,ASICS,Gel-Kayano 5,Running,Men,2019-02-01,2019,150,White,White/Blue,225,50,0,
872,ASICS Gel-Lyte III OG Dragon Fruit,ASICS,Gel-Lyte III,Running,Men,2020-07-01,2020,120,Pink,Dragon Fruit/Pink,90,-25,0,
873,ASICS Gel-Lyte III Ronnie Fieg Super Blue,ASICS,Gel-Lyte III,Lifestyle,Men,2015-06-27,2015,180,Blue,Super Blue/White,540,200,1,Ronnie Fieg
874,ASICS Gel-Lyte III Patta Shogun,ASICS,Gel-Lyte III,Lifestyle,Men,2020-08-01,2020,180,Black,Black/Purple,540,200,1,Patta
875,ASICS Gel-Saga Kill Bill,ASICS,Gel-Saga,Lifestyle,Men,2018-10-11,2018,130,Yellow,Bright Yellow/Black,260,100,1,Kill Bill
876,ASICS Gel-1090 Reconstructed Kiko,ASICS,Gel-1090,Lifestyle,Men,2020-02-01,2020,130,White,White/Silver,195,50,1,Kiko Kostadinov
877,Salomon XT-4 Advanced Black White,Salomon,XT-4,Trail,Unisex,2020-03-01,2020,190,Black,Black/White,285,50,0,
878,Salomon XT-6 Advanced White Solar Red,Salomon,XT-6,Trail,Unisex,2020-03-01,2020,190,White,White/Solar Red,285,50,0,
879,Salomon XT-6 Palace Black,Salomon,XT-6,Lifestyle,Unisex,2021-09-10,2021,200,Black,Black/Green,600,200,1,Palace
880,Salomon XA Alpine Mid Advanced Black,Salomon,XA Alpine Mid,Trail,Unisex,2018-10-01,2018,220,Black,Black/Black,165,-25,0,
881,Hoka Clifton Edge White Citrus,Hoka One One,Clifton Edge,Running,Men,2020-07-01,2020,160,White,White/Citrus,120,-25,0,
882,Hoka Carbon X 2 Vapor Blue,Hoka One One,Carbon X 2,Running,Men,2021-01-01,2021,180,Blue,Vapor Blue/Fiesta,270,50,0,
883,Hoka Cavu 3 Radiant Yellow,Hoka One One,Cavu 3,Running,Men,2019-06-01,2019,140,Yellow,Radiant Yellow/Black,70,-50,0,
884,Hoka Arahi 6 Orange Green,Hoka One One,Arahi 6,Running,Men,2022-01-01,2022,140,Orange,Orange/Green,105,-25,0,
885,Brooks Levitate 5 Black Gold,Brooks,Levitate 5,Running,Men,2021-08-01,2021,150,Black,Black/Gold,112.5,-25,0,
886,Brooks Launch 9 Nightlife,Brooks,Launch 9,Running,Men,2022-02-01,2022,110,Yellow,Nightlife/Black,82.5,-25,0,
887,Reebok Question Low Oatmeal,Reebok,Question Low,Basketball,Men,2019-03-07,2019,120,Cream,White/Oatmeal,180,50,0,
888,Reebok Pump Omni Zone II Dee Brown,Reebok,Pump Omni Zone II,Basketball,Men,2021-03-05,2021,150,Black,Black/Orange,225,50,0,
889,Under Armour Spawn 3 Neon Green,Under Armour,Spawn 3,Basketball,Men,2020-08-01,2020,110,Green,Neon Green/Black,82.5,-25,0,
890,Under Armour Curry 2 Retro Iron Sharpens,Under Armour,Curry 2 Retro,Basketball,Men,2022-11-11,2022,150,White,White/Gold,225,50,0,
891,Vans Old Skool Yacht Club,Vans,Old Skool,Skate,Unisex,2018-04-01,2018,65,Multi,Blue/Yellow/Green/Red,97.5,50,0,
892,Vans Sk8 Hi Checkboard Flame,Vans,Sk8 Hi,Skate,Unisex,2019-06-01,2019,70,Black,Black/Flame,52.5,-25,0,
893,Converse Chuck Taylor All Star Lugged Black,Converse,Chuck Taylor Lugged,Lifestyle,Women,2019-09-01,2019,80,Black,Black/White,60,-25,0,
894,Converse Run Star Hike Hi White Gum,Converse,Run Star Hike,Lifestyle,Women,2019-11-01,2019,110,White,White/Black/Gum,165,50,0,
895,Crocs Classic Clog Post Malone 3,Crocs,Classic Clog,Slides,Men,2019-12-10,2019,60,Yellow,Yellow/Black,300,400,1,Post Malone
896,Crocs Classic Clog Diplo Take A Walk On The Weird Side,Crocs,Classic Clog,Slides,Men,2021-06-08,2021,70,Multi,Multi Color Tie Dye,210,200,1,Diplo
897,Crocs Classic Crush Clog Bone,Crocs,Classic Crush,Slides,Women,2022-03-01,2022,70,Cream,Bone/Bone,105,50,0,
898,Saucony Endorphin Speed 3 Royal Blue,Saucony,Endorphin Speed 3,Running,Men,2022-07-01,2022,170,Blue,Royal Blue/White,127.5,-25,0,
899,Mizuno Wave Sky 6 Nimbus Cloud,Mizuno,Wave Sky 6,Running,Men,2022-06-01,2022,170,Grey,Nimbus Cloud/Grey,127.5,-25,0,
900,On Cloudboom Echo White Frost,On,Cloudboom Echo,Running,Men,2020-07-01,2020,270,White,White/Frost,405,50,0,
901,Air Jordan 1 Retro High OG Royal Toe,Jordan,Air Jordan 1,Basketball,Men,2020-05-09,2020,170,Blue,Black/White/Game Royal,255,50,0,
902,Air Jordan 1 Retro High OG Twist Panda (Women),Jordan,Air Jordan 1,Basketball,Women,2023-12-22,2023,180,White,White/Black,135,-25,0,
903,Air Jordan 1 Retro High OG Craft Vibrations of Naija,Jordan,Air Jordan 1,Basketball,Men,2023-05-27,2023,180,Cream,Sail/Pale Vanilla,135,-25,0,
904,Air Jordan 1 Retro High OG Top 3,Jordan,Air Jordan 1,Basketball,Men,2016-11-28,2016,160,Multi,Black/Varsity Red/Royal,480,200,0,
905,Air Jordan 1 Retro High OG University Blue,Jordan,Air Jordan 1,Basketball,Men,2021-03-06,2021,170,Blue,White/University Blue/Black,425,150,0,
906,Air Jordan 1 Retro High OG Rebellionaire,Jordan,Air Jordan 1,Basketball,Men,2022-03-18,2022,170,Grey,Black/Particle Grey/White,340,100,0,
907,Air Jordan 1 Retro High OG Taxi,Jordan,Air Jordan 1,Basketball,Men,2022-09-24,2022,180,Yellow,Taxi/Black/Sail,225,25,0,
908,Air Jordan 4 Retro SB Pine Green,Jordan,Air Jordan 4,Skate,Men,2023-03-17,2023,225,Green,Sail/Pine Green/White,675,200,1,Nike SB
909,Air Jordan 4 Retro Oreo (2015),Jordan,Air Jordan 4,Basketball,Men,2015-02-21,2015,190,Black,Black/Tech Grey,380,100,0,
910,Air Jordan 4 Retro Fire Red (2020),Jordan,Air Jordan 4,Basketball,Men,2020-11-28,2020,200,Red,White/Fire Red/Black,300,50,0,
